timestamp,operations,errors,l1_baseline,l2_baseline,l3_baseline,ram_baseline,efficiency,latency_ns
7,42401,0,918,0,499900,440000,9408,177311
7,42501,0,901,0,499900,440000,9408,175590
7,42601,0,909,0,499900,440000,9408,175000
7,42701,0,899,0,499900,440000,9407,175771
7,42801,0,899,0,499900,440000,9407,175810
7,42901,0,892,0,499900,440000,9407,176910
7,43001,0,876,0,499900,440000,9407,175790
7,43101,0,877,0,499900,440000,9407,175620
7,43201,0,885,0,499900,440000,9407,174901
7,43301,0,882,0,499900,440000,9407,175730
7,43401,0,883,0,499900,440000,9407,177600
7,43501,0,893,0,499900,440000,9407,174931
7,43601,0,875,0,499900,440000,9407,175471
7,43701,0,875,0,499900,440000,9407,174920
7,43801,0,868,0,499900,440000,9407,177171
7,43901,0,867,0,499900,440000,9407,178190
7,44001,0,862,0,499900,440000,9407,176961
7,44101,0,875,0,499900,440000,9407,176070
7,44201,0,857,0,499900,440000,9407,177621
7,44301,0,858,0,499900,440000,9407,176150
7,44401,0,852,0,499900,440000,9407,174990
7,44501,0,847,0,499900,440000,9407,176330
7,44601,0,853,0,499900,440000,9407,176630
7,44701,0,840,0,499900,440000,9407,175521
7,44801,0,843,0,499900,440000,9407,175950
7,44901,0,846,0,499900,440000,9407,175801
7,45001,0,836,0,499900,440000,9407,177760
7,45101,0,836,0,499900,440000,9407,175190
7,45201,0,842,0,499900,440000,9407,175651
7,45301,0,842,0,499900,440000,9407,176580
7,45401,0,834,0,499900,440000,9407,176110
8,45501,0,834,0,499900,440000,9407,177170
8,45601,0,842,0,499900,440000,9407,175290
8,45701,0,834,0,499900,440000,9407,175171
8,45801,0,837,0,499900,440000,9407,175060
8,45901,0,829,0,499900,440000,9407,177251
8,46001,0,838,0,499900,440000,9407,178260
8,46101,0,830,0,499900,440000,9407,176721
8,46201,0,835,0,499900,440000,9407,177200
8,46301,0,837,0,499900,440000,9407,176250
8,46401,0,843,0,499900,440000,9407,175451
8,46501,0,847,0,499900,440000,9407,175070
8,46601,0,856,0,499900,440000,9407,174930
8,46701,0,861,0,499900,440000,9407,183480
8,46801,0,846,0,499900,440000,9407,176130
8,46901,0,863,0,499900,440000,9407,175360
8,47001,0,871,0,499900,440000,9407,177750
8,47101,0,865,0,499900,440000,9407,175121
8,47201,0,875,0,499900,440000,9407,176500
8,47301,0,875,0,499900,440000,9407,176371
8,47401,0,884,0,499900,440000,9407,174890
8,47501,0,879,0,499900,440000,9407,175541
8,47601,0,880,0,499900,440000,9407,177400
8,47701,0,875,0,499900,440000,9407,177540
8,47801,0,890,0,499900,440000,9407,174900
8,47901,0,886,0,499900,440000,9407,177071
8,48001,0,898,0,499900,440000,9407,174940
8,48101,0,892,0,499900,440000,9407,175840
8,48201,0,891,0,499900,440000,9407,177430
8,48301,0,900,0,499900,440000,9408,175540
8,48401,0,905,0,499900,440000,9408,174961
8,48501,0,908,0,499900,440000,9408,175530
8,48601,0,913,0,499900,440000,9408,176270
8,48701,0,921,0,499900,440000,9408,174990
8,48801,0,917,0,499900,440000,9408,176181
8,48901,0,912,0,499900,440000,9408,175780
8,49001,0,925,0,499900,440000,9408,174970
8,49101,0,922,0,499900,440000,9408,175791
8,49201,0,918,0,499900,440000,9408,175650
8,49301,0,916,0,499900,440000,9408,178870
8,49401,0,928,0,499900,440000,9408,175641
8,49501,0,920,0,499900,440000,9408,175530
8,49601,0,924,0,499900,440000,9408,179770
8,49701,0,924,0,499900,440000,9408,174900
8,49801,0,931,0,499900,440000,9408,175340
8,49901,0,932,0,499900,440000,9408,178510
8,50001,0,936,0,499900,440000,9408,176001
8,50101,0,931,0,499900,440000,9408,176100
8,50201,0,928,0,499900,440000,9408,175871
8,50301,0,924,0,499900,440000,9408,174880
8,50401,0,924,0,499900,440000,9408,175730
8,50501,0,934,0,499900,440000,9408,176511
8,50601,0,939,0,499900,440000,9408,174910
8,50701,0,946,0,499900,440000,9408,177870
8,50801,0,945,0,499900,440000,9408,175191
8,50901,0,940,0,499900,440000,9408,175661
8,51001,0,932,0,499900,440000,9408,177050
9,51101,0,931,0,499900,440000,9408,175490
9,51201,0,942,0,499900,440000,9408,175430
9,51301,0,945,0,499900,440000,9408,177710
9,51401,0,948,0,499900,440000,9408,175431
9,51501,0,950,0,499900,440000,9408,175440
9,51601,0,939,0,499900,440000,9408,177881
9,51701,0,943,0,499900,440000,9408,175650
9,51801,0,951,0,499900,440000,9408,176081
9,51901,0,951,0,499900,440000,9408,177670
9,52001,0,948,0,499900,440000,9408,176131
9,52101,0,938,0,499900,440000,9408,175750
9,52201,0,943,0,499900,440000,9408,176220
9,52301,0,946,0,499900,440000,9408,175521
9,52401,0,950,0,499900,440000,9408,179050
9,52501,0,951,0,499900,440000,9408,176961
9,52601,0,951,0,499900,440000,9408,177900
9,52701,0,949,0,499900,440000,9408,177720
9,52801,0,946,0,499900,440000,9408,178790
9,52901,0,952,0,499900,440000,9408,177730
9,53001,0,961,0,499900,440000,9408,180621
9,53101,0,964,0,499900,440000,9408,177321
9,53201,0,968,0,499900,440000,9408,176740
9,53301,0,979,0,499900,440000,9408,175991
9,53401,0,980,0,499900,440000,9408,178060
9,53501,0,993,0,499900,440000,9408,175161
9,53601,0,1000,0,499900,440000,9409,175900
9,53701,0,1000,0,499900,440000,9409,176771
9,53801,0,1000,0,499900,440000,9409,175750
9,53901,0,1000,0,499900,440000,9409,175270
9,54001,0,1000,0,499900,440000,9409,177890
9,54101,0,1000,0,499900,440000,9409,176590
9,54201,0,1000,0,499900,440000,9409,176320
9,54301,0,1000,0,499900,440000,9409,176490
9,54401,0,1000,0,499900,440000,9409,175900
9,54501,0,1000,0,499900,440000,9409,175250
9,54601,0,1000,0,499900,440000,9409,176531
9,54701,0,1000,0,499900,440000,9409,178000
9,54801,0,1000,0,499900,440000,9409,175661
9,54901,0,1000,0,499900,440000,9409,176260
9,55001,0,1000,0,499900,440000,9409,175671
9,55101,0,1000,0,499900,440000,9409,175570
9,55201,0,1000,0,499900,440000,9409,175441
9,55301,0,1000,0,499900,440000,9409,180131
9,55401,0,1000,0,499900,440000,9409,175670
9,55501,0,1000,0,499900,440000,9409,176631
9,55601,0,1000,0,499900,440000,9409,176890
9,55701,0,1000,0,499900,440000,9409,178311
9,55801,0,1000,0,499900,440000,9409,177550
9,55901,0,1000,0,499900,440000,9409,176630
9,56001,0,1000,0,499900,440000,9409,178160
9,56101,0,1000,0,499900,440000,9409,179740
9,56201,0,1000,0,499900,440000,9409,175911
9,56301,0,1000,0,499900,440000,9409,175890
9,56401,0,1000,0,499900,440000,9409,178431
9,56501,0,1000,0,499900,440000,9409,175890
9,56601,0,1000,0,499900,440000,9409,176841
9,56701,0,1000,0,499900,440000,9409,175730
10,56801,0,1000,0,499900,440000,9409,176791
10,56901,0,1000,0,499900,440000,9409,176160
10,57001,0,1000,0,499900,440000,9409,175541
10,57101,0,1000,0,499900,440000,9409,175600
10,57201,0,1000,0,499900,440000,9409,176551
10,57301,0,1000,0,499900,440000,9409,176260
10,57401,0,993,0,499900,440000,9408,175300
10,57501,0,1000,0,499900,440000,9409,176161
10,57601,0,1000,0,499900,440000,9409,178390
10,57701,0,1000,0,499900,440000,9409,175040
10,57801,0,1000,0,499900,440000,9409,175251
10,57901,0,1000,0,499900,440000,9409,176210
10,58001,0,1000,0,499900,440000,9409,176231
10,58101,0,1000,0,499900,440000,9409,176000
10,58201,0,1000,0,499900,440000,9409,178521
10,58301,0,1000,0,499900,440000,9409,176570
10,58401,0,995,0,499900,440000,9408,177101
10,58501,0,992,0,499900,440000,9408,176110
10,58601,0,1000,0,499900,440000,9409,182531
10,58701,0,1000,0,499900,440000,9409,177190
10,58801,0,1000,0,499900,440000,9409,175990
10,58901,0,993,0,499900,440000,9408,178871
10,59001,0,1000,0,499900,440000,9409,181110
10,59101,0,1000,0,499900,440000,9409,177310
10,59201,0,1000,0,499900,440000,9409,176381
10,59301,0,1000,0,499900,440000,9409,176320
10,59401,0,992,0,499900,440000,9408,179090
10,59501,0,993,0,499900,440000,9408,218341
10,59601,0,994,0,499900,440000,9408,176170
